BACT	Phylum	Class	Order	Family	Genus	Species	Strain
BACT_308	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia pennsylvanicus	Candidatus Blochmannia pennsylvanicus str. BPEN
BACT_249	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus	Brucella abortus bv. 1 str. 9-941
BACT_1040	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
BACT_1147	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum	Symbiobacterium thermophilum IAM 14863
BACT_348	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pneumoniae	Chlamydophila pneumoniae CWL029
BACT_844	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	Orientia tsutsugamushi str. Boryong
BACT_621	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halophila	Halorhodospira halophila SL1
BACT_785	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium vanbaalenii	Mycobacterium vanbaalenii PYR-1
BACT_946	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas ingrahamii	Psychromonas ingrahamii 37
BACT_281	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia xenovorans	Paraburkholderia xenovorans LB400
BACT_791	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyopneumoniae	Mycoplasma hyopneumoniae 7448
BACT_797	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma synoviae	Mycoplasma synoviae 53
BACT_144	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	Bacillus licheniformis DSM 13 = ATCC 14580
BACT_320	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Candidatus Protochlamydia amoebophila	Candidatus Protochlamydia amoebophila UWE25
BACT_990	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia conorii	Rickettsia conorii str. Malish 7
BACT_796	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma pulmonis	Mycoplasma pulmonis UAB CTIP
BACT_858	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida	Pasteurella multocida subsp. multocida str. Pm70
BACT_505	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	Elusimicrobium minutum	Elusimicrobium minutum Pei191
BACT_619	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	Histophilus somni	Haemophilus somnus 2336
BACT_928	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Pseudomonas putida GB-1
BACT_901	Cyanobacteria		Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. MIT 9215
BACT_1161	Cyanobacteria		Chroococcales		Synechococcus	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803
BACT_245	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. ORS 278	Bradyrhizobium sp. ORS 278
BACT_907	Cyanobacteria		Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. NATL1A
BACT_93	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	Azoarcus sp. BH72	Azoarcus sp. BH72
BACT_1053	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella amazonensis	Shewanella amazonensis SB2B
BACT_773	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium	Mycobacterium avium 104
BACT_1064	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. ANA-3	Shewanella sp. ANA-3
BACT_1057	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella frigidimarina	Shewanella frigidimarina NCIMB 400
BACT_1150	Cyanobacteria		Chroococcales		Synechococcus	Synechococcus sp. CC9311	Synechococcus sp. CC9311
BACT_559	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia alni	Frankia alni ACN14a
BACT_981	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris BisB5
BACT_1056	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella denitrificans	Shewanella denitrificans OS217
BACT_980	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris BisB18
BACT_560	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia sp. CcI3	Frankia sp. CcI3
BACT_684	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sakei	Lactobacillus sakei subsp. sakei 23K
BACT_817	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi	Nitrobacter winogradskyi Nb-255
BACT_923	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens	Pseudomonas protegens Pf-5
BACT_1034	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67
BACT_140	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus clausii	Bacillus clausii KSM-K16
BACT_756	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus	Methylococcus capsulatus str. Bath
BACT_728	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Basfia	[Mannheimia] succiniciproducens	Mannheimia succiniciproducens MBEL55E
BACT_520	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium atrosepticum	Pectobacterium atrosepticum SCRI1043
BACT_30	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ADP1	Acinetobacter sp. ADP1
BACT_1276	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	Yersinia pestis biovar Microtus str. 91001
BACT_111	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus ATCC 10987
BACT_1244	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	Vibrio vulnificus YJ016
BACT_880	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Photorhabdus	Photorhabdus luminescens	Photorhabdus luminescens subsp. laumondii TTO1
BACT_227	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	Bordetella bronchiseptica RB50
BACT_615	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	[Haemophilus] ducreyi	Haemophilus ducreyi 35000HP
BACT_628	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter hepaticus	Helicobacter hepaticus ATCC 51449
BACT_112	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus ATCC 14579
BACT_416	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	Clostridium tetani E88
BACT_1060	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella oneidensis	Shewanella oneidensis MR-1
BACT_1069	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella flexneri	Shigella flexneri 2a str. 301
BACT_355	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum tepidum	Chlorobium tepidum TLS
BACT_406	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	Clostridium perfringens str. 13
BACT_828	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7120	Nostoc sp. PCC 7120
BACT_47	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum	Agrobacterium fabrum str. C58
BACT_807	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	Neisseria meningitidis MC58
BACT_239	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella valaisiana	Borreliella valaisiana VS116
BACT_467	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	Desulfobacterium autotrophicum	Desulfobacterium autotrophicum HRM2
BACT_73	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. K	Anaeromyxobacter sp. K
BACT_35	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae	Actinobacillus pleuropneumoniae serovar 7 str. AP76
BACT_752	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium populi	Methylobacterium populi BJ001
BACT_800	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	Natranaerobius thermophilus	Natranaerobius thermophilus JW/NM-WN-LF
BACT_951	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	Ralstonia pickettii 12J
BACT_1068	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella boydii	Shigella boydii CDC 3083-94
BACT_827	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme	Nostoc punctiforme PCC 73102
BACT_206	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	Beijerinckia indica	Beijerinckia indica subsp. indica ATCC 9039
BACT_543	Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sibiricum	Exiguobacterium sibiricum 255-15
BACT_1155	Cyanobacteria		Chroococcales		Synechococcus	Synechococcus sp. PCC 7002	Synechococcus sp. PCC 7002
BACT_703	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc citreum	Leuconostoc citreum KM20
BACT_754	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 4-46	Methylobacterium sp. 4-46
BACT_169	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihenstephanensis	Bacillus weihenstephanensis KBAB4
BACT_272	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia multivorans	Burkholderia multivorans ATCC 17616
BACT_872	Thermotogae	Thermotogae	Petrotogales		Petrotoga	Petrotoga mobilis	Petrotoga mobilis SJ95
BACT_1054	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica	Shewanella baltica OS195
BACT_636	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon aurantiacus	Herpetosiphon aurantiacus DSM 785
BACT_461	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis	Deinococcus geothermalis DSM 11300
BACT_6	Cyanobacteria		Chroococcales		Acaryochloris	Acaryochloris marina	Acaryochloris marina MBIC11017
BACT_1052	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia proteamaculans	Serratia proteamaculans 568
BACT_286	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus	Campylobacter concisus 13826
BACT_365	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter koseri	Citrobacter koseri ATCC BAA-895
BACT_1231	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii	Vibrio campbellii ATCC BAA-1116
BACT_289	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter hominis	Campylobacter hominis ATCC BAA-381
BACT_72	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	Anaeromyxobacter sp. Fw109-5
BACT_556	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum	Flavobacterium psychrophilum JIP02/86
BACT_944	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. PRwf-1	Psychrobacter sp. PRwf-1
BACT_1085	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas wittichii	Sphingomonas wittichii RW1
BACT_11	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium cryptum	Acidiphilium cryptum JF-5
BACT_829	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans	Novosphingobium aromaticivorans DSM 12444
BACT_510	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter sp. 638	Enterobacter sp. 638
BACT_1070	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella sonnei	Shigella sonnei Ss046
BACT_775	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium gilvum	Mycobacterium gilvum PYR-GCK
BACT_280	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	Burkholderia vietnamiensis G4
BACT_968	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	Rhodobacter sphaeroides 2.4.1
BACT_1215	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	Verminephrobacter eiseniae	Verminephrobacter eiseniae EF01-2
BACT_18	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. JS42	Acidovorax sp. JS42
BACT_886	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas naphthalenivorans	Polaromonas naphthalenivorans CJ2
BACT_82	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter aurescens	Paenarthrobacter aurescens TC1
BACT_1120	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	Streptococcus thermophilus LMD-9
BACT_232	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia duttonii	Borrelia duttonii
BACT_1065	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. MR-7	Shewanella sp. MR-7
BACT_624	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	Helicobacter acinonychis str. Sheeba
BACT_285	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli	Campylobacter coli RM2228
BACT_690	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis	Lawsonia intracellularis PHE/MN1-00
BACT_943	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis K5
BACT_887	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas sp. JS666	Polaromonas sp. JS666
BACT_347	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia felis	Chlamydia felis Fe/C-56
BACT_87	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Aster yellows witches'-broom phytoplasma	Aster yellows witches'-broom phytoplasma AYWB
BACT_1079	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Sodalis	Sodalis glossinidius	Sodalis glossinidius str. 'morsitans'
BACT_985	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum	Rhodospirillum rubrum ATCC 11170
BACT_598	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter metallireducens	Geobacter metallireducens GS-15
BACT_1262	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas euvesicatoria	Xanthomonas campestris pv. vesicatoria str. 85-10
BACT_62	Cyanobacteria		Nostocales	Nostocaceae	Anabaena	Anabaena variabilis	Anabaena variabilis ATCC 29413
BACT_1096	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305
BACT_935	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas savastanoi	Pseudomonas savastanoi pv. phaseolicola 1448A
BACT_120	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus E33L
BACT_471	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfotalea	Desulfotalea psychrophila	Desulfotalea psychrophila LSv54
BACT_609	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans	Gluconobacter oxydans 621H
BACT_588	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus kaustophilus	Geobacillus kaustophilus HTA426
BACT_679	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	Lactobacillus plantarum WCFS1
BACT_823	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia farcinica	Nocardia farcinica IFM 10152
BACT_1279	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis IP 32953
BACT_877	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium profundum	Photobacterium profundum SS9
BACT_1165	Cyanobacteria		Chroococcales		Synechocystis	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803
BACT_1123	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis	Streptomyces avermitilis MA-4680 = NBRC 14893
BACT_515	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	Enterococcus faecalis V583
BACT_521	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia pyrifoliae	Erwinia pyrifoliae Ep1/96
BACT_1258	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri	Xanthomonas axonopodis pv. citri str. 306
BACT_1124	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces coelicolor	Streptomyces coelicolor A3(2)
BACT_340	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum	Chlamydia muridarum str. Nigg
BACT_79	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	Aquifex aeolicus	Aquifex aeolicus VF5
BACT_680	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	Lactobacillus reuteri 100-23
BACT_986	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia africae	Rickettsia africae ESF-5
BACT_98	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus 03BB102
BACT_253	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	Brucella melitensis ATCC 23457
BACT_1092	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus carnosus	Staphylococcus carnosus subsp. carnosus TM300
BACT_622	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halothermothrix	Halothermothrix orenii	Halothermothrix orenii H 168
BACT_532	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia fergusonii	Escherichia fergusonii ATCC 35469
BACT_714	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	Listeria monocytogenes HCC23
BACT_20	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii AB307-0294
BACT_219	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088
BACT_19	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii AB0057
BACT_78	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus	Anoxybacillus flavithermus WK1
BACT_838	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans	Oligotropha carboxidovorans OM5
BACT_237	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia recurrentis	Borrelia recurrentis A1
BACT_232	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia duttonii	Borrelia duttonii Ly
BACT_1035	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853
